id,title,release_date,developer,genres,price,reviews,percent_positive
1917,Lovers in a Dangerous Spacetime,2015-09-09,Asteroid Base,Action;Indie;Simulation,29.7,92,0.86
1922,PixARK,2018-03-27,Snail Games USA,Action;Adventure;Casual;Massively Multiplayer;RPG;Strategy;Early Access,55.74,7777,0.97
1923,Disciples: Liberation,2021-10-21,Frima Studio,"RPG,TBS,",142.54,891,0.8
1924,Clustertruck,2016-09-27,Landfall,Action;Indie,29.7,4609,0.83
1926,Priest Simulator,Early access,Asmodev,"Action,",32.8,4554,0.93
1928,Bomber Crew,2017-10-19,Runner Duck,Simulation;Strategy,83.64,1143,0.85
1929,Fabular: Once Upon a Spacetime,Early access,Spiritus Games,"Roguelike,",42.78,32029,0.96
1930,The Thrill of the Fight - VR Boxing,2016-07-01,Ian Fitz,Action;Sports;Early Access,21.64,1780,0.95
1931,Batman: Arkham Asylum Game of the Year Edition,2010-03-26,Rocksteady Studios;Feral Interactive (Mac),Action;Adventure,35.03,972,0.94
1932,NEKOPARA Vol. 2,2016-02-19,NEKO WORKs,Sexual Content;Nudity;Casual;Indie,23.56,379,0.93
1933,The Legend of Heroes: Trails of Cold Steel II,2018-02-14,Nihon Falcom,RPG,52.64,229,0.94
1934,Rabi-Ribi,2016-01-28,CreSpirit;GemaYue,Action;Adventure;Casual;Indie,34.66,1917,0.94
1937,Chicory: A Colorful Tale,2021-06-10,Greg Lobanov,"Adventure,Open world,",32.8,8335,0.73
1938,Lethal League Blaze,2018-10-24,Team Reptile,Action;Indie;Sports,32.8,304,0.48
1939,Idol Hands,2015-02-18,Pocket Games;Fluid Games;GodSpeed Games,Simulation;Strategy,23.5,1289,0.77
1940,Wolfenstein: The Old Blood,2015-05-04,MachineGames,Action,35.03,4224,0.92
1942,Trainz Railroad Simulator 2019,2019-01-07,N3V Games,Simulation,55.74,3203,0.71
1945,Five Nights at Freddy's 4,2015-07-23,Scott Cawthon,Action;Indie;Strategy,18.54,9806,0.94
1952,VARIOUS DAYLIFE,2019-10-07,DokiDoki Groove Works,"RPG,",86.8,4748,0.96
1955,Riddle Joker,2018-03-30,Yuzusoft,"Visual novel,",59.46,16284,0.87
1957,FlatOut 4: Total Insanity,2017-04-04,Kylotonn,Racing,45.2,293,0.83
1959,Tank Mechanic Simulator,2020-02-20,Degenerals,"Simulation,",32.8,2025,0.88
1961,Carto,2020-10-27,Sunhead Games,"Adventure,Puzzle,Action,",32.8,2735,0.93
1964,TRAIL OUT,2022-09-07,GOOD BOYS,"Racing,Vehicle combat,",32.8,350,0.7
1965,Bus Simulator 18,2018-06-13,stillalive studios,Simulation,35.28,9581,0.96
1966,LET IT DIE,2018-09-26,"GRASSHOPPER MANUFACTURE INC.;SUPERTRICK  GAMES,Inc.",Action;Free to Play,0.0,60635,0.92
1967,Sid Meier's Civilization IV: Colonization,2008-09-23,Firaxis Games,Strategy,61.94,13096,0.93
1968,Command & Conquer: Red Alert 3 - Uprising,2009-10-06,EA Los Angeles,Strategy,61.94,2660,0.95
1971,Lumencraft,2023-02-28,2Dynamic Games,"Action,Shooter,Tower defense,",42.78,698,0.99
1972,Forgive Me Father,2022-04-07,Byte Barrel,"FPS,",36.52,2506,0.92
1973,Sunday Gold,2022-09-13,BKOM Studios,"Adventure,",102.24,1322,0.74
1974,The Life and Suffering of Sir Brante,2021-03-04,Sever,"Adventure,Life sim,RPG,",32.8,495,0.87
1976,Valiant Hearts: The Great War / Soldats Inconnus : Mémoires de la Grande Guerre,2014-06-25,Ubisoft Montpellier,Adventure,46.44,4016,0.94
1980,LEGO® City Undercover,2017-04-04,Traveller's Tales,Action,170.5,505,0.86
1981,Tyranny,2016-11-10,Obsidian Entertainment,Adventure;RPG,43.34,7651,0.85
1982,SpellForce 3 Reforced,2017-12-07,Grimlore Games,"RPG,RTS,",83.7,4280,0.96
1983,The White Door,2020-01-09,Rusty Lake,"Adventure,Puzzle,",10.23,6083,0.96
1985,SpellForce 3: Fallen God,2017-12-07,Grimlore Games,"RPG,RTS,",50.16,4570,0.9
1986,Motorcycle Mechanic Simulator 2021,2021-11-17,Play2Chill,"Simulation,",32.8,5116,0.8
1987,Hacknet,2015-08-12,Team Fractal Alligator,Indie;Simulation,21.64,406,0.97
1988,UNDER NIGHT IN-BIRTH Exe:Late[cl-r],2018-08-21,French-Bread,"Arcade,Fighting,",55.74,574,0.93
1989,Fell Seal: Arbiter's Mark,2018-08-16,6 Eyes Studio,Indie;RPG;Strategy;Early Access,47.06,818,0.77
1990,Animation Throwdown: The Quest for Cards,2017-05-05,Synapse Games;Chinzilla,Adventure;Free to Play;RPG;Strategy,0.0,3974,0.97
1991,FINAL FANTASY® XIII,2014-10-09,Square Enix,RPG,32.18,1106,0.87
1994,Tourist Bus Simulator,2018-12-06,TML-Studios;PEDEPE,Simulation,75.08,101,0.88
1996,The House in Fata Morgana,2016-05-13,Novectacle,Adventure,38.38,5857,0.89
1998,Shadow Warrior 2,2016-10-13,Flying Wild Hog,Action;Adventure,80.6,4052,0.88
1999,Incremental Epic Hero 2,Early access,Hapiwaku,"Idle,RPG,",0.0,3169,0.95
2000,Painkiller Hell & Damnation,2012-10-31,The Farm 51,Action,43.34,87,0.96
2002,War for the Overworld,2015-04-02,Brightrock Games,Indie;Simulation;Strategy,43.34,1245,0.9
2003,Global City,2021-11-30,Red Brix Wall,"Business,",0.0,5125,0.94
2004,Worms Armageddon,2013-03-19,Team17 Digital Ltd,Strategy,70.0,134,0.85
2005,ATOM RPG: Post-apocalyptic indie game,2018-12-19,AtomTeam,RPG,29.7,387,0.91
2007,The Legend of Tianding,2021-11-02,Creative Games & Computer Graphics Corporation,"Action,",32.8,5602,0.79
2009,The Binding of Isaac,2011-09-28,Edmund McMillen and Florian Himsl,Action;Adventure;Indie;RPG,16.06,3807,0.94
2013,Sherlock Holmes: Crimes and Punishments,2014-09-29,Frogwares,Adventure,92.94,1637,0.79
2014,Touhou Luna Nights,2019-02-25,Vaka Game Magazine;Team Ladybug,Action;Adventure;Indie,30.94,11443,0.95
2016,Spec Ops: The Line,2012-06-28,YAGER,Action;Adventure,92.94,58,0.81
2018,Severed Steel,2021-09-17,Greylock Studio,"FPS,",35.28,125981,0.92
2019,Quake,2007-08-03,id Software,Action,30.94,1559,0.92
2021,Battlefield 3,2011-10-25,DICE,"Action,FPS,",154.94,19233,0.95
2022,BlazBlue: Cross Tag Battle,2018-06-05,Arc System Works,Action,43.34,462,0.86
2023,YOU and ME and HER: A Love Story,2020-05-25,Nitroplus,"Visual novel,",43.34,959,0.83
2025,LIMBO,2011-08-02,Playdead,Adventure;Indie,22.88,1156,0.67
2026,Sherlock Holmes: The Devil's Daughter,2016-06-10,Frogwares,Action;Adventure,92.94,5115,0.77
2027,BioShock,2007-08-21,2K Boston,"Shooter,Immersive sim,",0.0,1361,0.77
2028,Do Not Feed the Monkeys,2018-10-23,Fictiorama Studios;BadLand Games Publishing S.L.,Indie;Simulation;Strategy,25.36,2864,0.87
2029,Aim Lab,2018-02-07,Statespace,Action;Adventure;Casual;Free to Play;Indie;Simulation;Early Access,0.0,1833,0.96
2032,Trek to Yomi,2022-05-05,Leonard Menchiari,"Action,Adventure,",54.56,1001,0.94
2033,Deathmatch Classic,2001-06-01,Valve,Action,12.34,2449,0.83
2036,THE KING OF FIGHTERS XIII STEAM EDITION,2013-09-13,SNK CORPORATION,Action,35.03,1337,0.83
2037,STAR WARS - The Force Unleashed Ultimate Sith Edition,2009-12-15,LucasArts;Aspyr Studios,Action,32.8,7894,0.89
2039,Prototype,2009-06-12,Radical Entertainment,Action;Adventure,80.6,2900,0.97
2041,Aokana - Four Rhythms Across the Blue,2014-11-28,sprite,"Visual novel,",47.06,3789,0.49
2043,World of Guns: Gun Disassembly,2014-05-21,Noble Empire Corp.,Free to Play;Indie;Simulation,0.0,585,0.97
2047,I Expect You To Die,2017-04-25,Schell Games,Indie,35.28,1822,0.95
2048,Deceit,2017-03-03,Automaton,Action;Free to Play;Indie,0.0,1172,0.86
2053,Zombie Army Trilogy,2015-03-06,Rebellion,Action,57.6,4352,0.93
2054,Evenicle,2015-04-24,AliceSoft,"JRPG,",59.46,11866,0.87
2058,Order of Battle: World War II,2015-04-30,The Artistocrats,Free to Play;Simulation;Strategy,0.0,84879,0.79
2059,DEAD RISING®,2016-09-12,Capcom,Action;Adventure,74.34,3923,0.88
2060,Simmiland,2018-11-30,Sokpop Collective,Indie;Simulation,12.34,362,0.97
2061,Swords of Legends Online,2021-07-09,Wangyuan Shengtang Entertainment Technology,"Action,MMORPG,",0.0,6032,0.92
2062,Peggle Deluxe,2007-03-06,"PopCap Games, Inc.",Casual,16.06,7678,0.94
2064,WRC 9 FIA World Rally Championship,2020-09-03,Kylotonn,"Racing,Simulation,",68.14,7954,0.82
2068,The DioField Chronicle,2022-09-22,Lancarse,"Tactical RPG,",185.94,559,0.86
2071,Them's Fightin' Herds,2018-02-22,"Mane6, Inc.",Action;Indie;Early Access,32.8,1853,0.73
2075,WHAT THE GOLF?,2019-10-01,Triband,"Action,Sports,",32.8,604,0.57
2077,Castlevania: Lords of Shadow  Ultimate Edition,2013-08-27,MercurySteam - Climax Studios,Action;Adventure,121.52,760,0.69
2078,Dark Messiah of Might & Magic,2006-10-25,Arkane Studios,Action;RPG,15.44,27535,0.87
2079,Ultimate Fishing Simulator,2018-08-30,Bit Golem,Casual;Simulation;Sports,35.03,1832,0.89
2081,Wasteland 2: Director's Cut,2014-09-18,inXile Entertainment,Adventure;Indie;RPG;Strategy,43.34,66,0.96
2082,Ship Graveyard Simulator,2021-11-10,Games Incubator,"Simulation,",28.46,31,0.77
2084,Wrench,2018-12-19,Missing Digit,Racing;Simulation;Early Access,43.34,2597,0.89
2085,Call of Duty®,2006-10-13,Infinity Ward,Action,80.6,13593,0.9
2087,LEGO® Pirates of the Caribbean: The Video Game,2014-10-06,Traveller's Tales,Action;Adventure,32.8,313,0.86
2088,Neptunia x SENRAN KAGURA: Ninja Wars,2022-05-11,Idea Factory,"ARPG,Hack and slash,",68.14,10121,0.56
2089,Synth Riders,2018-07-12,Retrowave VR,Action;Casual;Indie;Early Access,35.28,93,0.87
2090,Anno 2205,2015-11-02,Blue Byte,Simulation;Strategy,123.94,7594,0.88
2091,APICO,2022-05-20,TNgineers,"Life sim,",32.8,3767,0.97
2093,Grow: Song of the Evertree,2021-11-16,Prideful Sloth,"Sandbox,",128.96,80236,0.94
2094,Cyber Hook,2020-09-24,Blazing Stick,"Platform,",28.46,326,0.91
2095,Verdun,2015-04-28,M2H;Blackmill Games,Action;Indie;Strategy,54.56,2519,0.94
2096,Supreme Commander: Forged Alliance,2011-09-28,Gas Powered Games,Strategy,27.28,7465,0.96
2097,COMPOUND,2018-05-15,Bevan McKechnie,Action;Indie;Early Access,35.03,996,0.63
2099,Little Big Workshop,2019-10-17,Mirage Game Studios,"Simulation,Business,",43.34,8912,0.97
2104,Redout 2,2022-06-16,34BigThings,"Racing,",92.94,8000,0.76
2108,Call of Cthulhu®,2018-10-29,Cyanide Studio,Adventure;RPG,49.54,8028,0.8
2109,Sonic Forces,2017-11-07,Sonic Team;Hardlight,Action;Adventure,154.94,913,0.75
2110,Galactic Civilizations III,2015-05-14,Stardock Entertainment,Indie;Strategy,55.74,347,0.72
2112,Frog Detective 3: Corruption at Cowboy County,2022-10-26,Grace Bruxner,"Adventure,",12.34,1651,0.96
2113,Magicka,2011-01-25,Arrowhead Game Studios,Action;RPG,22.88,476,0.81
2114,Decision: Red Daze,2022-05-19,FlyAnvil,"ARPG,Survival,Tower defense,",48.05,1844,0.89
2118,Valkyria Chronicles,2014-11-11,SEGA,Action;RPG;Strategy,35.03,4457,0.62
2119,Far Cry 3 - Blood Dragon,2013-05-01,Ubisoft Montreal,Action;Adventure,46.44,3088,0.8
2120,ULTIMATE MARVEL VS. CAPCOM 3,2017-03-06,"CAPCOM CO., LTD.",Action,128.28,1617,0.89
2121,OlliOlli World,2022-02-08,Roll7,"Platform,Sports,",105.34,2338,0.94
2123,XCOM®: Chimera Squad,2020-04-24,Firaxis Games,"Strategy,",61.94,3293,0.88
2124,Aragami,2016-10-04,Lince Works,Action;Adventure;Indie,35.03,11463,0.9
2125,CHAOS;CHILD,2019-01-22,MAGES. Inc.,Adventure,35.28,740,0.99
2126,Overgrowth,2017-10-16,Wolfire Games,Action;Indie,54.56,86,0.95
2129,In Other Waters,2020-04-03,Jump Over the Age,"Adventure,",28.46,255,0.92
2136,Godlike Burger,2022-04-21,Liquid Pug,"Business,",32.8,5101,0.94
2138,Behind the Frame: The Finest Scenery,2021-08-25,Silver Lining Studio,"Adventure,",25.98,12,0.58
2140,Port Royale 4,2020-09-25,Gaming Minds Studios,"Business,Strategy,",142.54,10,1.0
2141,FINAL FANTASY II,2021-07-28,Tose,"JRPG,",34.1,473,0.96
2142,NORCO,2022-03-24,Geography of Robots,"Adventure,",28.46,4706,0.85
2144,Rusty Lake Hotel,2016-01-29,Rusty Lake,Adventure;Indie,7.38,4216,0.78
2146,Grand Tactician: The Civil War (1861-1865),2021-09-24,Oliver Keppelmüller,"RTS,",59.46,17539,0.83
2147,Champions Online,2011-06-14,Cryptic Studios,Free to Play;Massively Multiplayer;RPG,0.0,619,0.87
2148,Brigandine The Legend of Runersia,2022-05-11,Matrix Software,"TBS,",55.74,269,0.83
2149,Stronghold Legends: Steam Edition,2016-09-15,FireFly Studios,Simulation;Strategy,29.7,5422,0.72
2150,Cat Quest II,2019-09-24,The Gentlebros,"RPG,",28.46,5474,0.94
2152,Shenmue I & II,2018-08-21,D3T,Action;Adventure;RPG,170.44,4060,0.93
2155,Heroes Of The Dark,2020-06-09,Random Potion Oy,"RPG,",0.0,4567,0.95
2156,Cine Tracer,2018-09-28,Matt Workman,Simulation;Early Access,117.74,5820,0.77
2157,Catan Universe,2017-04-25,Exozet,Casual;Strategy,0.0,1951,0.96
2158,BLUE REFLECTION: Second Light,2021-11-09,Gust Co. Ltd.,"JRPG,",80.54,2037,0.86
2159,Strange Brigade,2018-08-27,Rebellion,Action;Adventure,68.14,5040,0.9
2161,Grim Fandango Remastered,2015-01-26,Double Fine Productions,Adventure,29.7,5097,0.94
2162,Mutant Year Zero: Road to Eden,2018-12-04,The Bearded Ladies,RPG;Strategy,65.66,220623,0.93
2163,Incubus,2022-06-17,Brianode,"Action,",28.46,11738,0.77
2165,Cube Escape: Paradox,2018-09-20,Rusty Lake,Adventure;Indie,0.0,2391,0.77
2166,RollerCoaster Tycoon®: Deluxe,2014-05-21,Chris Sawyer Productions,Simulation;Strategy,18.54,2310,0.78
2168,THE HOUSE OF THE DEAD: Remake,2022-04-28,MegaPixel Studio,"Rail shooter,",35.28,5715,0.91
2171,Totally Reliable Delivery Service,2020-04-01,We're Five Games,"Driving,",28.46,103,0.69
2175,LEGO® Indiana Jones: The Original Adventures,2009-07-08,Traveller's Tales,Action;Adventure,32.8,2252,0.71
2176,THE KING OF FIGHTERS XIV STEAM EDITION,2017-06-15,SNK CORPORATION;Abstraction Games,Action,117.12,65,0.96
2179,Little Noah: Scion of Paradise,2022-06-28,Grounding,"Action,Platform,Roguelike,",28.46,13807,0.95
2180,STAR WARS Republic Commando,2009-07-08,LucasArts,Action,21.64,514,0.89
2183,DOOM 64,2020-03-20,Midway Games,"Action,Shooter,",25.73,7759,0.89
2186,Passpartout: The Starving Artist,2017-06-06,Flamebait Games,Casual;Indie;Simulation,22.88,814,0.95
2187,Street Fighter 30th Anniversary Collection,2018-05-29,Digital Eclipse,Action,123.94,14580,0.78
2189,Othercide,2020-07-28,Lightbulb Crew,"Tactical RPG,",80.54,34,0.91
2190,Futa Fix Dick Dine and Dash,2020-12-21,Cyberframe Studios,"Visual novel,",24.74,566,0.78
2192,Sid Meier's Civilization®: Beyond Earth,2014-10-23,Firaxis Games;Aspyr (Mac);Aspyr (Linux),Strategy,123.94,15203,0.74
2194,ISLANDERS,2019-04-04,GrizzlyGames,Casual;Indie;Strategy,13.58,3110,0.94
2196,Tales of Maj'Eyal,2013-12-12,Netcore Games,Adventure;Indie;RPG,19.78,1382,0.91
2197,The Ditzy Demons Are in Love With Me,2018-10-26,SMILE,Adventure,61.19,9657,0.9
2200,Rising World,2014-12-03,JIW-Games,Action;Adventure;Indie;RPG;Early Access,29.7,1952,0.97
2201,The Coin Game,2019-02-22,devotid,Adventure;Casual;Indie;Simulation;Early Access,27.22,939,0.75
2204,WRC 7 FIA World Rally Championship,2017-09-15,KT Racing,Racing,47.06,6770,0.93
2209,SaGa Frontier Remastered,2021-04-15,Bullets,"JRPG,",74.4,933,0.89
2211,Carcassonne - Tiles & Tactics,2017-11-29,Asmodee Digital;Frima Studio,Casual;Strategy,21.64,899,0.91
2213,The Drone Racing League Simulator,2017-11-01,The Drone Racing League,Action;Racing;Simulation;Sports,21.64,30793,0.84
2214,Finding Paradise,2017-12-14,Freebird Games,Adventure;Indie;RPG,22.88,536,0.94
2215,killer7,2018-11-15,GRASSHOPPER MANUFACTURE INC.;Engine Software BV,Action;Adventure,34.04,32,0.65
2216,Colony Survival,2017-06-16,Pipliz,Action;Adventure;Indie;Strategy;Early Access,32.8,2586,0.86
2217,STAR WARS: The Force Unleashed II,2010-11-23,Aspyr Studios,Action,32.8,1091,0.95
2222,Yet Another Zombie Defense HD,2017-08-25,Awesome Games Studio,Action;Indie,14.2,3910,0.96
2225,Farming Simulator 15,2014-10-30,Giants Software,Simulation,25.98,53,0.96
2227,Darksiders II Deathinitive Edition,2015-11-05,Gunfire Games;Vigil Games;THQ Nordic,Action;Adventure;RPG,61.94,4920,0.78
2228,LEGO® Worlds,2017-03-07,TT Games;Traveller's Tales,Adventure,170.5,4563,0.82
2230,Intruder,2019-03-01,Superboss Games,Action;Indie;Simulation;Early Access,32.8,168,0.76
2231,Dead Rising® 2,2010-09-27,Capcom Vancouver,Action;Adventure,74.34,3294,0.97
2232,Zaccaria Pinball,2016-06-16,Magic Pixel Kft.,Action;Casual;Free to Play;Indie;Simulation;Sports;Early Access,0.0,2266,0.94
2233,Sucker for Love: First Date,2022-01-20,Akabaka,"Dating,Visual novel,",21.64,2193,0.87
2234,Muv-Luv Alternative (???? ????????),2022-07-21,anchor Inc.,"Visual novel,",55.74,903,0.77
2237,My Friend Pedro,2019-06-20,DeadToast Entertainment,"Action,Platform,Shooter,",54.56,9097,0.46
2240,Day of the Tentacle Remastered,2016-03-21,Double Fine Productions,Adventure,29.7,880,0.87
2241,Pyre,2017-07-25,Supergiant Games,Action;Indie;RPG,32.8,2698,0.84
2244,Mega Man X Legacy Collection,2018-07-24,Capcom,"Action,Platform,",111.54,1622,0.87
2245,SUNLESS SEA,2015-02-06,Failbetter Games,Adventure;Indie;RPG,34.91,1877,0.9
2252,Transistor,2014-05-20,Supergiant Games,Action;Indie;RPG,32.8,20192,0.81
2254,Pit People®,2018-03-02,The Behemoth,Action;Indie;RPG;Strategy,42.72,536,0.94
2257,Spirit of the Island,2022-08-17,1M Bits Horde,"Life sim,RPG,",60.45,23,0.47
2258,RAGE 2,2019-05-14,Avalanche Studios,"Open world,Shooter,",111.54,3375,0.91
2260,Five Nights at Freddy's: Sister Location,2016-10-07,Scott Cawthon,Action;Indie;Simulation,18.54,2797,0.96
2261,Derail Valley,2019-01-25,Altfuture,Indie;Simulation;Early Access,32.8,12634,0.94
2262,LEGO® Star Wars III - The Clone Wars,2011-03-22,Traveller's Tales,Action;Adventure,32.8,3809,0.64
2265,Psychonauts,2006-10-11,Double Fine Productions,Action,22.88,468,0.69
2268,MUSYNX,2018-12-04,I-Inferno,Indie;Simulation,10.23,515,0.82
2269,Supreme Commander 2,2010-03-01,Gas Powered Games,Strategy,27.28,697,0.97
2270,Medal of Honor,2010-10-12,Electronic Arts,Action,61.94,293,0.92
2271,The Red Strings Club,2018-01-22,Deconstructeam,Nudity;Violent;Adventure;Indie,42.78,511,0.85
2272,Train Life: A Railway Simulator,2022-08-25,Simteract,"Simulation,Business,",47.06,8883,0.94
2273,Jack Move,2022-09-08,So Romantic,"JRPG,",32.8,2531,0.91
2274,Life is Strange: Before the Storm,2017-08-31,Deck Nine;Feral Interactive (Mac);Feral Interactive (Linux),Action;Adventure,29.7,60,0.73
2278,Mark of the Ninja: Remastered,2018-10-09,Klei Entertainment,Action;Indie,32.8,1246,0.79
2279,Pharaoh + Cleopatra,2016-12-15,Impressions Games,Simulation;Strategy,40.61,3636,0.91
2280,Ultra Street Fighter® IV,2014-08-07,Capcom,Action,111.54,7616,0.9
2281,Ancestors Legacy,2018-05-22,Destructive Creations,Strategy,47.06,485,0.72
2282,ICBM,2020-11-17,SoftWarWare,"Strategy,",32.8,6745,0.84
2283,Last Evil,2020-06-24,Flametorch,"Card/tile,Roguelike,Strategy,",21.64,113,0.85
2285,Hypnospace Outlaw,2019-03-12,Tendershoot;Michael Lasch;ThatWhichIs Media,Simulation,32.8,1489,0.71
2286,Keplerth,2018-04-23,TARO,Adventure;Indie;RPG;Early Access,42.78,582,0.73
2287,World of Warplanes,2018-09-12,Wargaming Group Limited,Action;Free to Play;Massively Multiplayer;Simulation;Early Access,0.0,957,0.57
2288,Stronghold HD,2013-10-21,FireFly Studios,Simulation;Strategy,18.54,359,0.81
2290,DRAGON BALL XENOVERSE,2015-02-26,DIMPS,Action,161.2,274,0.66
2291,Red Solstice 2: Survivors,2021-06-17,Ironward,"Strategy,Shooter,",130.14,3052,0.96
2292,Deus Ex: Human Revolution - Director's Cut,2013-10-25,Eidos Montreal;Feral Interactive (Mac),Action;RPG,35.03,2869,0.9
2293,Puzzle Pirates,2011-08-31,"Grey Havens, LLC",Adventure;Casual;Free to Play;Massively Multiplayer;Strategy,0.0,837,0.57
2294,My Little Farmies,2018-02-27,upjers,Casual;Free to Play;Simulation,0.0,2211,0.72
2295,Praey for the Gods,2019-01-31,No Matter Studios,Action;Adventure;Indie;RPG;Simulation;Early Access,43.34,5584,0.68
2296,The Iron Oath,Early access,Curious Panda Games,"Tactical RPG,",35.03,7735,0.88
2297,Ken Follett's The Pillars of the Earth,2017-08-15,Daedalic Entertainment,Adventure;Casual;Indie,37.14,4259,0.96
2300,Project Highrise,2016-09-08,SomaSim,Simulation;Strategy,35.03,97,0.46
2304,Escape from Monkey Island,2018-11-16,LucasArts,Adventure,16.06,1902,0.93
2307,Screencheat,2014-10-21,Samurai Punk,Action;Indie,28.46,570,0.82
2311,Quantum Break,2016-09-29,Remedy Entertainment,Action,52.64,4176,0.84
2314,Vacation Simulator,2019-04-09,Owlchemy Labs,Action;Adventure;Simulation,43.34,2532,0.95
2315,The Banner Saga 3,2018-07-26,Stoic,Indie;RPG;Strategy,48.24,1349,0.73
2316,Exos Heroes,2022-08-11,OOZOO,"RPG,",0.0,4278,0.95
2317,STAR WARS Jedi Knight - Jedi Academy,2009-09-16,Raven Software;Aspyr (Mac),Action,21.64,888,0.79
2322,The friends of Ringo Ishikawa,2018-05-17,yeo,Action;Adventure;Indie;RPG,28.46,6317,0.54
2323,Dungeon of the ENDLESS,2014-10-27,AMPLITUDE Studios,Adventure;Indie;RPG;Strategy,25.36,19018,0.88
2325,Fallout 3,2008-10-28,Bethesda Game Studios,RPG,22.88,394,0.92
2327,WRC 8 FIA World Rally Championship,2019-09-05,Kylotonn,"Racing,",74.34,1062,0.77
2329,Good Company,2022-06-21,Chasing Carrots,"Simulation,Business,",35.28,1920,0.63
2330,Shovel Knight Dig,2022-09-23,Nitrome,"Action,",35.28,210,0.75
2333,SimplePlanes,2015-12-17,"Jundroo, LLC",Indie;Simulation,25.98,3295,0.88
2334,Bug Fables: The Everlasting Sapling,2019-11-21,Moonsprout Games,"RPG,",32.8,2643,0.93
2337,The Hex,2018-10-16,Daniel Mullins Games,Indie,21.64,1227,0.9
2339,Planescape: Torment: Enhanced Edition,2017-04-11,Beamdog,Adventure;RPG;Strategy,35.03,8717,0.9
2341,Might & Magic: Heroes VI,2011-10-13,Black Hole Entertainment,"TBS,",61.94,234,0.82
2342,Scribblenauts Unlimited,2013-02-15,5th Cell Media,Adventure;Casual;Strategy,35.03,714,0.92
2343,Five Nights at Freddy's 3,2015-03-02,Scott Cawthon,Action;Indie;Simulation,18.54,446,0.56
2344,Rayman® Origins,2012-03-29,UBIart Montpellier;Feral Interactive (Mac),Action;Adventure,30.94,1458,0.86
2346,Hand of Fate 2,2017-11-07,Defiant Development,Action;Indie;RPG,43.34,152,0.61
2349,The Pegasus Expedition,Early access,Kalla Gameworks,"Strategy,4X,",36.52,785,0.65
2350,EverQuest,2012-12-13,Daybreak Game Company,Free to Play;Massively Multiplayer;RPG,0.0,2748,0.97
2351,Distant Worlds 2,2022-03-10,Code Force,"4X,Strategy,",68.14,973,0.94
2354,Nexomon: Extinction,2020-08-28,VEWO,"RPG,",32.8,168,0.83
2356,Clicker Heroes,2015-05-13,Playsaurus,Adventure;Casual;Free to Play;Indie;RPG;Simulation;Strategy,0.0,6939,0.89
